ID,Office_PIN,Applicant_City_PIN,Applicant_Gender,Applicant_Marital_Status,Applicant_Occupation,Applicant_Qualification,Manager_Joining_Designation,Manager_Current_Designation,Manager_Grade,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Manager_Business2,Manager_Num_Products2,Business_Sourced
FIN1002931,400601,401101,F,M,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,F,1.0,0.0,33488.0,2.0,33488.0,2.0,0
FIN1002932,800001,800007,F,S,Salaried,Class XII,Level 1,Level 1,2.0,Probation,F,6.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002933,500016,500006,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002934,201010,201301,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,8.0,4.0,163592.0,8.0,163592.0,8.0,0
FIN1002935,201301,203203,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,6.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002936,201301,201307,M,M,Business,Graduate,Level 2,Level 2,3.0,Probation,M,6.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002937,201301,201001,M,M,Others,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002938,600017,627109,M,M,Business,Class XII,Level 2,Level 2,3.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002939,221010,221115,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,4.0,4.0,167018.0,9.0,167018.0,9.0,0
FIN1002940,462003,462030,M,S,Others,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002941,751009,751030,F,M,Others,Class XII,Level 4,Level 4,5.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002943,560001,560010,F,M,Salaried,Class XII,Level 1,Level 4,6.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002944,560001,560072,M,S,Salaried,Graduate,Level 1,Level 4,6.0,Probation,M,4.0,4.0,168690.0,6.0,168690.0,6.0,0
FIN1002945,560001,560079,F,S,Salaried,Graduate,Level 1,Level 4,6.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002946,814112,815357,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,4.0,2.0,85864.0,6.0,85864.0,6.0,0
FIN1002947,462003,462003,M,M,Others,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002948,121002,121002,M,M,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,178671.0,7.0,178671.0,7.0,1
FIN1002949,141001,144013,M,M,Business,Class XII,Level 6,Level 4,9.0,Confirmation,M,0.0,0.0,20000.0,1.0,20000.0,1.0,1
FIN1002950,390020,390019,M,S,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,0.0,10052.0,1.0,10052.0,1.0,0
FIN1002951,814112,815357,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,4.0,2.0,85864.0,6.0,85864.0,6.0,0
FIN1002952,575003,575008,M,M,Business,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002953,221010,222137,M,M,Others,Class XII,Level 2,Level 3,4.0,Confirmation,M,3.0,1.0,221801.0,11.0,221801.0,11.0,1
FIN1002955,695014,695568,F,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,F,4.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002956,695014,695028,F,M,Business,Graduate,Level 1,Level 3,4.0,Confirmation,F,0.0,0.0,187056.0,8.0,187056.0,8.0,1
FIN1002958,211001,211003,M,M,Others,Class XII,Level 1,Level 1,2.0,Probation,M,7.0,4.0,44136.0,2.0,44136.0,2.0,0
FIN1002959,274001,274402,M,M,Business,Class XII,Level 2,Level 2,3.0,Probation,M,3.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002961,695014,695104,M,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,3.0,1.0,152431.0,4.0,152431.0,4.0,0
FIN1002962,323001,823001,M,M,Business,Class XII,Level 1,Level 1,2.0,Probation,M,4.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002963,211001,211008,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,2.0,92078.0,9.0,92078.0,9.0,0
FIN1002964,680001,680001,F,S,Salaried,Class XII,Level 2,Level 4,5.0,Confirmation,M,0.0,0.0,378453.0,8.0,378453.0,8.0,0
FIN1002966,695014,695541,F,M,Salaried,Graduate,Level 1,Level 3,4.0,Confirmation,F,8.0,1.0,498428.0,14.0,498428.0,14.0,0
FIN1002967,211001,211001,M,S,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,193199.0,9.0,193199.0,9.0,0
FIN1002968,211001,212206,M,S,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,238789.0,11.0,238789.0,11.0,0
FIN1002969,211001,212109,M,S,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,238789.0,11.0,238789.0,11.0,0
FIN1002970,211001,211001,M,S,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,193199.0,9.0,193199.0,9.0,0
FIN1002971,224122,224151,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,54889.0,5.0,54889.0,5.0,0
FIN1002972,211001,211008,M,S,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,2.0,92078.0,9.0,92078.0,9.0,0
FIN1002973,273001,273007,F,M,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,55012.0,3.0,55012.0,3.0,0
FIN1002974,560001,560016,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,3.0,1.0,14550.0,1.0,14550.0,1.0,0
FIN1002975,400092,400092,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002976,390020,391440,F,M,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,F,2.0,0.0,20596.0,2.0,20596.0,2.0,0
FIN1002977,431001,431121,M,M,Salaried,Class XII,Level 4,Level 4,5.0,Probation,M,4.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002978,600017,600088,F,S,Business,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002979,695014,695002,F,M,Salaried,Graduate,Level 1,Level 2,3.0,Confirmation,M,4.0,1.0,359097.0,7.0,359097.0,7.0,1
FIN1002980,226001,226002,F,S,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,170242.0,12.0,170242.0,12.0,0
FIN1002981,221010,222128,M,M,Salaried,Graduate,Level 2,Level 3,4.0,Confirmation,M,3.0,1.0,221801.0,11.0,221801.0,11.0,1
FIN1002982,201301,203203,M,M,Business,Graduate,Level 2,Level 2,3.0,Probation,M,6.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002983,201301,201001,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Probation,M,6.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002984,302001,305001,M,S,Business,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,48501.0,1.0,48501.0,1.0,1
FIN1002985,211001,211008,M,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,2.0,119250.0,11.0,119250.0,11.0,0
FIN1002986,695014,695542,M,M,Salaried,Class XII,Level 4,Level 4,5.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002987,400705,400705,F,S,Student,Class XII,Level 3,Level 3,4.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002988,462003,462042,M,M,Others,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002989,695014,695005,F,M,Others,Graduate,Level 1,Level 1,2.0,Probation,M,3.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002990,695014,695133,F,M,Others,Class XII,Level 1,Level 1,2.0,Probation,F,3.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002991,841428,841425,M,M,Others,Class XII,Level 1,Level 1,2.0,Probation,M,5.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002992,533101,534218,M,M,Business,Graduate,Level 1,Level 2,3.0,Confirmation,M,3.0,4.0,144834.0,6.0,144834.0,6.0,1
FIN1002993,533101,533101,M,M,Salaried,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002994,530003,530027,F,S,Salaried,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002996,201301,110092,M,M,Salaried,Class XII,Level 3,Level 3,4.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,1
FIN1002997,110005,110084,F,M,Salaried,Class XII,Level 3,Level 3,4.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1002999,695014,695018,F,M,Business,Class XII,Level 1,Level 1,2.0,Probation,F,3.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003000,400705,400708,M,S,Business,Class XII,Level 2,Level 2,3.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003001,695014,695028,F,M,Others,Class XII,Level 4,Level 4,5.0,Probation,F,2.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003002,226001,226001,F,S,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,M,0.0,0.0,170242.0,12.0,170242.0,12.0,0
FIN1003004,781005,782103,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,4.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003005,834001,834004,M,M,Business,Graduate,Level 1,Level 3,4.0,Confirmation,M,3.0,0.0,129613.0,8.0,129613.0,8.0,0
FIN1003006,841428,841425,M,S,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,5.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003007,713303,713347,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,4.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003008,171006,171006,M,S,Business,Class XII,Level 2,Level 2,3.0,Probation,M,2.0,1.0,50000.0,2.0,50000.0,2.0,0
FIN1003009,560001,560062,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Probation,F,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003010,848101,848131,M,M,Salaried,Graduate,Level 1,Level 4,5.0,Confirmation,M,1.0,0.0,325699.0,22.0,325699.0,22.0,0
FIN1003011,431001,431002,F,M,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,3.0,0.0,15040.0,1.0,15040.0,1.0,0
FIN1003012,201301,110096,M,M,Business,Class XII,Level 2,Level 2,3.0,Probation,M,3.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003014,274001,274001,M,M,Others,Class XII,Level 1,Level 1,2.0,Probation,M,9.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003015,422005,422101,M,M,Business,Graduate,Level 1,Level 1,2.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003016,171006,176302,M,S,Others,Class XII,Level 2,Level 2,3.0,Probation,M,4.0,1.0,25000.0,1.0,25000.0,1.0,0
FIN1003017,476001,476444,M,M,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,1.0,70612.0,4.0,70612.0,4.0,0
FIN1003018,476001,476001,M,S,Self Employed,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,1.0,70612.0,4.0,70612.0,4.0,0
FIN1003019,211001,211007,M,S,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,2.0,119250.0,11.0,119250.0,11.0,0
FIN1003020,273001,273015,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,55012.0,3.0,55012.0,3.0,0
FIN1003021,302001,305623,F,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003022,713216,713338,M,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,45711.0,3.0,45711.0,3.0,0
FIN1003023,695014,695013,M,M,Salaried,Graduate,Level 1,Level 3,4.0,Confirmation,F,5.0,1.0,500671.0,8.0,500671.0,8.0,0
FIN1003024,848101,848101,M,M,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,1.0,0.0,145327.0,10.0,145327.0,10.0,0
FIN1003025,226001,227301,M,S,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,2.0,85000.0,4.0,85000.0,4.0,0
FIN1003026,224001,272131,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003027,848101,848301,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,241986.0,12.0,241986.0,12.0,0
FIN1003028,224001,272131,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003029,414003,413717,M,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003030,533101,534216,M,M,Business,Class X,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,228354.0,3.0,228354.0,3.0,0
FIN1003031,224122,224149,F,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,4.0,1.0,113830.0,6.0,113830.0,6.0,0
FIN1003032,201301,110052,F,M,Business,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003033,201010,201301,F,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,5.0,1.0,65155.0,4.0,65155.0,4.0,0
FIN1003034,110005,110048,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,3.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003035,110005,110044,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,3.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003036,201301,233230,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003037,600017,600064,M,M,Salaried,Graduate,Level 3,Level 3,4.0,Probation,M,3.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003038,530003,530008,F,S,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,F,4.0,1.0,81606.0,6.0,81606.0,6.0,0
FIN1003039,834001,834006,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,5.0,3.0,194265.0,7.0,194265.0,7.0,1
FIN1003040,201010,110035,M,S,Business,Graduate,Level 2,Level 2,3.0,Probation,F,3.0,1.0,0.0,0.0,0.0,0.0,1
FIN1003041,834001,834009,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Confirmation,M,5.0,2.0,192338.0,11.0,192338.0,11.0,1
FIN1003042,500016,500060,F,M,Others,Graduate,Level 2,Level 2,3.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003043,695014,695887,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,4.0,1.0,359097.0,7.0,359097.0,7.0,0
FIN1003044,834001,834010,M,M,Others,Class XII,Level 2,Level 4,5.0,Probation,M,4.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003045,530003,530002,M,S,Others,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003046,814112,814157,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,2.0,81944.0,7.0,81944.0,7.0,1
FIN1003047,814112,814147,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,0.0,173229.0,15.0,173229.0,15.0,1
FIN1003048,680001,680551,F,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,F,3.0,2.0,99470.0,5.0,99470.0,5.0,1
FIN1003049,462003,462038,F,M,Business,Graduate,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003050,230001,227304,M,S,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,165054.0,7.0,165054.0,7.0,1
FIN1003051,695014,695020,F,M,Salaried,Graduate,Level 1,Level 1,2.0,Probation,F,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003052,695014,695561,F,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,4.0,1.0,359097.0,7.0,359097.0,7.0,0
FIN1003053,500016,502269,M,M,Salaried,Graduate,Level 2,Level 2,3.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003054,841428,841438,M,S,Others,Class XII,Level 1,Level 1,2.0,Probation,M,5.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003055,302001,303803,M,S,Others,Class XII,Level 1,Level 1,2.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003056,600017,600042,M,M,Business,Class X,Level 2,Level 2,3.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003057,226001,226005,F,S,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,2.0,3.0,40310.0,4.0,40310.0,4.0,1
FIN1003058,851101,815121,M,M,Others,Class XII,Level 1,Level 1,2.0,Probation,M,3.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003059,753012,753001,F,M,Salaried,Graduate,Level 1,Level 1,2.0,Confirmation,F,0.0,0.0,57079.0,5.0,57079.0,5.0,0
FIN1003060,400705,410206,F,S,Others,Class XII,Level 1,Level 2,3.0,Confirmation,F,5.0,2.0,195847.0,7.0,195847.0,7.0,0
FIN1003061,834001,835103,M,S,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,55065.0,3.0,55065.0,3.0,0
FIN1003062,273001,273008,F,S,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,0.0,75841.0,2.0,75841.0,2.0,1
FIN1003063,843302,843320,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,105801.0,10.0,105801.0,10.0,0
FIN1003064,691008,691580,M,M,Business,Graduate,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003065,834001,834001,M,M,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,5.0,2.0,192338.0,11.0,192338.0,11.0,0
FIN1003066,843302,843301,F,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,105801.0,10.0,105801.0,10.0,0
FIN1003067,530003,523105,M,M,Business,Class XII,Level 2,Level 4,5.0,Confirmation,M,4.0,3.0,642839.0,11.0,642839.0,11.0,0
FIN1003068,848101,848236,M,M,Business,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,0.0,66542.0,4.0,66542.0,4.0,0
FIN1003069,224122,223223,M,M,Business,Class XII,Level 2,Level 2,3.0,Confirmation,M,1.0,0.0,63682.0,6.0,63682.0,6.0,0
FIN1003070,221010,221003,M,S,Others,Class XII,Level 2,Level 2,3.0,Probation,M,5.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003071,125001,202001,,,,,Level 1,Level 3,4.0,Confirmation,M,2.0,2.0,89181.0,4.0,89181.0,4.0,0
FIN1003072,834001,834009,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,5.0,1.0,191275.0,9.0,191275.0,9.0,0
FIN1003073,224001,271124,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,0.0,22236.0,2.0,22236.0,2.0,0
FIN1003074,277001,277303,M,S,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,4.0,1.0,154287.0,10.0,154287.0,10.0,0
FIN1003075,277001,277124,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,4.0,1.0,154287.0,10.0,154287.0,10.0,0
FIN1003076,211001,211003,M,S,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,3.0,1.0,250262.0,18.0,250262.0,18.0,0
FIN1003077,625016,625006,M,M,Salaried,Class XII,Level 2,Level 2,3.0,Confirmation,M,5.0,0.0,20000.0,1.0,20000.0,1.0,0
FIN1003078,841428,841501,M,S,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,1.0,1.0,282002.0,13.0,282002.0,13.0,0
FIN1003079,834001,834002,M,M,Others,Class XII,Level 2,Level 4,5.0,Probation,M,4.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003080,695014,695003,F,M,Others,Class XII,Level 1,Level 3,4.0,Confirmation,F,0.0,0.0,187056.0,8.0,187056.0,8.0,0
FIN1003081,273001,274306,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,195626.0,14.0,195626.0,14.0,0
FIN1003082,224122,224122,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,4.0,1.0,113830.0,6.0,113830.0,6.0,0
FIN1003083,834001,834009,M,M,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,1.0,0.0,143690.0,3.0,143690.0,3.0,0
FIN1003084,834001,834001,M,S,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,5.0,1.0,191275.0,9.0,191275.0,9.0,0
FIN1003085,814112,814133,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,3.0,0.0,173229.0,15.0,173229.0,15.0,0
FIN1003086,834001,834001,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,1.0,1.0,55065.0,3.0,55065.0,3.0,0
FIN1003087,814112,814147,M,M,Others,Graduate,Level 1,Level 1,2.0,Confirmation,M,3.0,0.0,173229.0,15.0,173229.0,15.0,0
FIN1003088,814112,814150,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,3.0,0.0,107538.0,9.0,107538.0,9.0,0
FIN1003089,695014,695003,M,S,Business,Graduate,Level 1,Level 3,4.0,Confirmation,F,1.0,1.0,150000.0,5.0,150000.0,5.0,0
FIN1003090,814112,814101,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,4.0,1.0,91056.0,6.0,91056.0,6.0,0
FIN1003091,814112,811302,M,M,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,4.0,1.0,91056.0,6.0,91056.0,6.0,0
FIN1003092,360001,361001,F,S,Salaried,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,62769.0,2.0,62769.0,2.0,0
FIN1003093,273001,273001,M,M,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,1.0,103366.0,6.0,103366.0,6.0,0
FIN1003094,814112,814112,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,6.0,0.0,37505.0,3.0,37505.0,3.0,0
FIN1003095,814112,814102,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,M,6.0,0.0,37505.0,3.0,37505.0,3.0,0
FIN1003096,533101,534342,F,M,Self Employed,Graduate,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,228354.0,3.0,228354.0,3.0,0
FIN1003097,802101,802126,F,M,Others,Class XII,Level 1,Level 3,4.0,Confirmation,M,1.0,1.0,133896.0,7.0,133896.0,7.0,0
FIN1003099,211001,212507,M,M,Others,Class XII,Level 2,Level 2,3.0,Confirmation,M,3.0,2.0,119250.0,11.0,119250.0,11.0,0
FIN1003100,221010,221314,M,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,5.0,1.0,92753.0,7.0,92753.0,7.0,0
FIN1003101,230001,230405,F,S,Self Employed,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,1.0,165054.0,7.0,165054.0,7.0,0
FIN1003102,431001,445209,M,M,Others,Class XII,Level 1,Level 1,2.0,Confirmation,F,8.0,3.0,63447.0,4.0,63447.0,4.0,0
FIN1003103,121002,110044,F,M,Salaried,Graduate,Level 2,Level 3,4.0,Confirmation,M,4.0,2.0,128891.0,4.0,128891.0,4.0,0
FIN1003104,530003,530007,F,S,Others,Class XII,Level 3,Level 3,4.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003105,422005,422009,F,M,Others,Class XII,Level 2,Level 2,3.0,Probation,M,4.0,1.0,0.0,0.0,0.0,0.0,0
FIN1003106,680001,679535,F,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,5.0,2.0,153547.0,8.0,153547.0,8.0,1
FIN1003107,600017,600080,M,M,Business,Class XII,Level 2,Level 2,3.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003108,274001,274001,M,M,Others,Graduate,Level 1,Level 1,2.0,Probation,M,9.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003109,686004,686506,F,S,Salaried,Class XII,Level 4,Level 4,5.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003110,221010,221115,M,M,Student,Class XII,Level 1,Level 1,2.0,Confirmation,M,4.0,4.0,167018.0,9.0,167018.0,9.0,1
FIN1003111,691008,691511,M,S,Others,Graduate,Level 2,Level 2,3.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,1
FIN1003112,233001,232336,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,65032.0,5.0,65032.0,5.0,0
FIN1003113,390020,391445,M,M,Salaried,Class XII,Level 1,Level 1,2.0,Confirmation,M,2.0,0.0,21669.0,2.0,21669.0,2.0,1
FIN1003114,400092,411036,M,M,Others,Class XII,Level 3,Level 3,4.0,Probation,F,2.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003115,209625,205001,M,M,Others,Graduate,Level 1,Level 2,3.0,Confirmation,M,0.0,0.0,211101.0,10.0,211101.0,10.0,1
FIN1003117,686004,686123,M,M,Others,Class XII,Level 1,Level 2,3.0,Confirmation,M,6.0,3.0,97921.0,4.0,97921.0,4.0,0
FIN1003119,233001,232328,M,S,Business,Class XII,Level 1,Level 2,3.0,Confirmation,M,1.0,0.0,65032.0,5.0,65032.0,5.0,0
FIN1003120,208001,208001,M,S,Salaried,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003121,208001,208017,M,M,Salaried,Class XII,Level 1,Level 4,5.0,Confirmation,M,2.0,1.0,145082.0,7.0,145082.0,7.0,0
FIN1003122,208001,208001,F,M,Others,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003123,208001,208021,F,M,Others,Class XII,Level 1,Level 1,2.0,Probation,M,0.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003124,700016,700058,M,M,Others,Class XII,Level 2,Level 4,5.0,Probation,M,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003125,208001,206001,M,M,Business,Graduate,Level 1,Level 2,3.0,Confirmation,M,5.0,1.0,87629.0,7.0,87629.0,7.0,0
FIN1003126,695014,695021,F,M,Others,Graduate,Level 1,Level 3,4.0,Confirmation,F,1.0,0.0,0.0,0.0,0.0,0.0,0
FIN1003127,277001,221717,M,M,Business,Graduate,Level 1,Level 4,5.0,Confirmation,M,5.0,1.0,176391.0,9.0,176391.0,9.0,0
FIN1003128,422005,422209,M,M,Business,Graduate,Level 1,Level 1,2.0,Probation,M,2.0,0.0,0.0,0.0,0.0,0.0,0
